raceId,driverId,stop,milliseconds,duration,lap
1131,1,1,21563,21.563,21
882,1,2,20584,20.584,21
868,1,1,24498,24.498,21
973,1,1,21544,21.544,21
960,1,2,24343,24.343,21
950,1,4,22626,22.626,21
881,1,2,21465,21.465,21
1125,1,2,22662,22.662,21
1026,1,1,23582,23.582,21
1001,1,2,22375,22.375,21
956,1,1,22918,22.918,21
1080,1,2,24507,24.507,22
992,1,1,20377,20.377,22
1079,1,2,22105,22.105,22
862,1,2,20691,20.691,22
1076,1,1,17877,17.877,22
976,1,3,1310768,21:50.768,22
888,1,2,19321,19.321,22
846,1,1,31445,31.445,22
984,1,1,22724,22.724,22
1078,1,1,18820,18.820,22
1022,1,1,23497,23.497,22
883,1,2,21444,21.444,22
1012,1,1,22644,22.644,22
1027,1,1,22269,22.269,23
845,1,2,20235,20.235,23
872,1,1,20736,20.736,23
863,1,2,30622,30.622,23
1124,1,2,23333,23.333,23
1135,1,1,21168,21.168,23
1036,1,1,23377,23.377,23
954,1,1,22243,22.243,24
849,1,2,24065,24.065,24
988,1,1,21274,21.274,24
1117,1,1,22210,22.210,24
927,1,2,24595,24.595,24
1105,1,1,22575,22.575,24
1005,1,1,22614,22.614,24
848,1,2,21035,21.035,24
1017,1,1,30186,30.186,24
1028,1,1,23943,23.943,24
908,1,1,29679,29.679,24
857,1,2,27193,27.193,24
842,1,2,22611,22.611,24
993,1,1,22085,22.085,25
1129,1,1,23762,23.762,25
843,1,2,20533,20.533,25
978,1,1,27733,27.733,25
912,1,1,24453,24.453,25
961,1,1,23633,23.633,25
884,1,2,20132,20.132,25
898,1,1,23904,23.904,25
926,1,1,22295,22.295,25
997,1,1,21245,21.245,25
1065,1,1,25619,25.619,25
998,1,1,28982,28.982,25
1000,1,1,21480,21.480,25
1066,1,1,29878,29.878,26
990,1,1,24302,24.302,26
891,1,2,22682,22.682,26
938,1,1,24368,24.368,26
983,1,1,23489,23.489,26
851,1,2,20803,20.803,26
1038,1,2,1516864,25:16.864,26
913,1,2,31040,31.040,26
875,1,2,20777,20.777,26
1030,1,1,22178,22.178,26
1031,1,1,21850,21.850,26
909,1,1,19710,19.710,26
1024,1,1,28930,28.930,26
1071,1,3,22690,22.690,26
1119,1,2,22508,22.508,26
905,1,1,27509,27.509,26
1126,1,1,22107,22.107,26
1134,1,2,22704,22.704,26
1032,1,1,21729,21.729,27
1014,1,1,22265,22.265,27
915,1,1,30503,30.503,27
1127,1,1,29547,29.547,27
1132,1,1,28929,28.929,27
1061,1,2,40266,40.266,27
1074,1,2,25796,25.796,27
1142,1,2,21355,21.355,27
1112,1,1,24255,24.255,27
1110,1,2,23023,23.023,27
1141,1,1,25205,25.205,27
1140,1,1,22538,22.538,28
1053,1,1,32112,32.112,28
1084,1,1,23026,23.026,28
1038,1,3,31643,31.643,28
1055,1,1,22220,22.220,28
1025,1,1,29751,29.751,28
943,1,1,22304,22.304,28
968,1,2,21355,21.355,28
1058,1,1,21219,21.219,28
917,1,2,24224,24.224,28
868,1,2,25003,25.003,28
867,1,2,31081,31.081,28
956,1,2,16983,16.983,28
967,1,2,1482048,24:42.048,28
1002,1,1,23728,23.728,28
1016,1,1,23662,23.662,28
1020,1,2,22947,22.947,28
1052,1,2,24076,24.076,28
949,1,2,25030,25.030,28
894,1,2,22251,22.251,29
1020,1,3,69022,1:09.022,29
1094,1,1,23194,23.194,29
865,1,1,25748,25.748,29
956,1,3,18716,18.716,29
1070,1,1,22373,22.373,29
854,1,4,30706,30.706,29
982,1,4,28466,28.466,29
1095,1,1,24081,24.081,29
897,1,2,21609,21.609,29
1056,1,1,23783,23.783,29
932,1,1,23708,23.708,29
1088,1,1,19046,19.046,29
1098,1,2,24690,24.690,30
972,1,1,29739,29.739,30
1080,1,3,1186281,19:46.281,30
980,1,2,22357,22.357,30
1043,1,1,30382,30.382,30
950,1,5,22698,22.698,30
1018,1,1,30067,30.067,30
896,1,2,23574,23.574,30
937,1,2,22955,22.955,30
881,1,3,21549,21.549,30
850,1,2,20496,20.496,31
940,1,2,23165,23.165,31
1053,1,2,38198,38.198,31
953,1,1,26315,26.315,31
977,1,1,20761,20.761,31
979,1,1,21338,21.338,31
880,1,2,22015,22.015,31
986,1,2,23315,23.315,31
869,1,2,17598,17.598,31
918,1,2,21887,21.887,31
1060,1,1,21005,21.005,31
965,1,2,23575,23.575,31
1104,1,1,24594,24.594,31
885,1,1,24801,24.801,31
911,1,3,24757,24.757,31
874,1,2,19794,19.794,31
1021,1,1,22880,22.880,31
890,1,2,21454,21.454,31
976,1,4,27025,27.025,31
1141,1,2,1425703,23:45.703,32
941,1,1,30216,30.216,32
930,1,2,22727,22.727,32
1053,1,3,1494731,24:54.731,32
1039,1,3,22445,22.445,32
876,1,1,20852,20.852,32
975,1,1,23061,23.061,32
960,1,3,22432,22.432,32
981,1,1,23725,23.725,32
1121,1,2,24094,24.094,33
901,1,2,25296,25.296,33
859,1,2,20396,20.396,33
964,1,2,22732,22.732,33
1081,1,2,20831,20.831,33
929,1,2,24528,24.528,33
1108,1,1,29169,29.169,33
916,1,2,24244,24.244,33
1083,1,2,29837,29.837,33
856,1,2,20584,20.584,33
928,1,2,22235,22.235,33
996,1,1,24310,24.310,33
1053,1,4,65870,1:05.870,33
1089,1,1,24282,24.282,33
1093,1,2,24135,24.135,34
853,1,2,21876,21.876,34
1143,1,1,37915,37.915,34
962,1,3,28421,28.421,34
1011,1,2,24324,24.324,34
1114,1,2,23631,23.631,34
944,1,2,23148,23.148,34
1144,1,1,21694,21.694,34
959,1,2,18504,18.504,34
1117,1,2,1212908,20:12.908,34
844,1,3,35688,35.688,34
1091,1,1,41019,41.019,34
1120,1,2,22045,22.045,35
855,1,3,21292,21.292,35
864,1,2,19980,19.980,35
1143,1,2,23412,23.412,35
914,1,3,23677,23.677,35
933,1,1,21869,21.869,35
1045,1,3,24345,24.345,35
845,1,3,20473,20.473,35
1143,1,3,26815,26.815,36
887,1,2,24635,24.635,36
860,1,2,23464,23.464,36
1122,1,1,20170,20.170,36
970,1,4,22668,22.668,36
973,1,2,21722,21.722,36
1012,1,2,23597,23.597,36
884,1,3,19700,19.700,36
863,1,3,23696,23.696,36
841,1,2,23199,23.199,36
1033,1,2,22264,22.264,37
1102,1,1,22150,22.150,37
849,1,3,23340,23.340,37
1054,1,3,26907,26.907,37
882,1,3,19600,19.600,37
1136,1,2,24155,24.155,37
1006,1,2,23915,23.915,37
1069,1,2,23676,23.676,37
842,1,3,25382,25.382,37
862,1,3,20177,20.177,38
883,1,3,21600,21.600,38
843,1,3,20567,20.567,38
927,1,3,24179,24.179,38
931,1,1,24181,24.181,38
892,1,2,24315,24.315,38
1116,1,2,24648,24.648,38
903,1,2,23999,23.999,38
1132,1,2,30038,30.038,38
1124,1,3,23956,23.956,39
910,1,2,23364,23.364,39
1064,1,2,18868,18.868,39
907,1,2,22555,22.555,39
1083,1,3,28996,28.996,39
1075,1,1,21788,21.788,40
1133,1,2,21910,21.910,40
992,1,2,21329,21.329,40
858,1,2,19350,19.350,40
851,1,3,20861,20.861,40
870,1,2,19059,19.059,40
1042,1,1,27162,27.162,40
1106,1,2,23749,23.749,40
861,1,3,26338,26.338,41
1035,1,2,29402,29.402,41
881,1,4,21271,21.271,41
958,1,2,21773,21.773,41
949,1,3,24524,24.524,41
971,1,2,30682,30.682,41
902,1,2,25146,25.146,41
908,1,2,29291,29.291,41
945,1,2,21392,21.392,41
880,1,3,21778,21.778,42
848,1,3,20212,20.212,42
875,1,3,19447,19.447,42
1107,1,3,27724,27.724,42
936,1,2,24272,24.272,42
1051,1,2,25381,25.381,42
909,1,2,19918,19.918,42
1055,1,2,22078,22.078,42
1026,1,2,23591,23.591,42
999,1,1,18978,18.978,42
1110,1,3,23156,23.156,42
893,1,2,30085,30.085,43
1129,1,2,24226,24.226,43
1029,1,2,23088,23.088,43
1130,1,2,21603,21.603,43
942,1,2,24088,24.088,43
934,1,2,28979,28.979,43
846,1,2,19347,19.347,43
1071,1,4,22664,22.664,43
904,1,2,23590,23.590,43
987,1,4,23121,23.121,43
1039,1,4,22800,22.800,44
1074,1,3,25579,25.579,44
859,1,3,20681,20.681,44
1082,1,2,23841,23.841,44
1113,1,2,33581,33.581,44
857,1,3,22172,22.172,45
1111,1,3,19327,19.327,45
888,1,3,19316,19.316,45
1039,1,5,1300911,21:40.911,45
906,1,2,23554,23.554,45
936,1,3,18249,18.249,45
1041,1,2,23180,23.180,45
962,1,4,28315,28.315,45
1118,1,4,24074,24.074,46
936,1,4,17726,17.726,46
1014,1,2,22511,22.511,46
844,1,4,22041,22.041,46
974,1,1,24155,24.155,46
1057,1,2,15432,15.432,47
959,1,3,18475,18.475,47
1062,1,4,21208,21.208,47
1143,1,4,22705,22.705,47
1007,1,2,22399,22.399,47
869,1,3,18877,18.877,47
899,1,2,24423,24.423,47
1020,1,4,27069,27.069,47
1095,1,2,23415,23.415,48
854,1,5,29876,29.876,48
1088,1,2,19164,19.164,48
1057,1,3,2000923,33:20.923,48
943,1,2,22328,22.328,48
1135,1,2,21026,21.026,48
886,1,2,20656,20.656,48
1079,1,3,22241,22.241,48
1021,1,2,21390,21.390,48
1066,1,2,30045,30.045,49
846,1,3,26977,26.977,49
944,1,3,22936,22.936,49
845,1,4,20988,20.988,49
1023,1,2,23731,23.731,49
1109,1,2,21728,21.728,49
1067,1,1,22684,22.684,50
1036,1,2,21853,21.853,50
884,1,4,19457,19.457,50
890,1,3,22136,22.136,50
1105,1,2,22731,22.731,50
866,1,2,22530,22.530,50
909,1,3,19868,19.868,50
1086,1,2,22095,22.095,51
850,1,3,20403,20.403,51
1084,1,2,22697,22.697,51
936,1,5,27715,27.715,51
901,1,3,24484,24.484,51
930,1,3,21965,21.965,51
917,1,3,22874,22.874,51
997,1,2,20980,20.980,52
913,1,3,29284,29.284,52
842,1,4,22466,22.466,52
851,1,4,20855,20.855,52
899,1,3,17385,17.385,52
1043,1,2,30925,30.925,52
1060,1,2,21421,21.421,53
1131,1,2,27281,27.281,53
1020,1,5,20015,20.015,53
936,1,6,16579,16.579,54
1104,1,2,26685,26.685,54
1129,1,3,28817,28.817,54
956,1,4,22109,22.109,54
851,1,5,21628,21.628,54
1100,1,2,871670,14:31.670,55
851,1,6,13173,13.173,56
1020,1,6,19610,19.610,56
1031,1,2,16365,16.365,56
1088,1,3,14155,14.155,57
1100,1,3,1859435,30:59.435,57
1111,1,4,20779,20.779,60
1111,1,5,2431108,40:31.108,64
931,1,2,25495,25.495,65
1029,1,3,23060,23.060,66
1033,1,3,22426,22.426,66
1056,1,2,24244,24.244,67
1058,1,2,21640,21.640,69
1064,1,3,19202,19.202,70
849,2,1,24716,24.716,10
844,2,1,22300,22.300,10
851,2,1,21371,21.371,11
848,2,1,22114,22.114,11
842,2,1,23900,23.900,13
841,2,1,22994,22.994,15
843,2,1,22216,22.216,18
845,2,1,21322,21.322,21
844,2,2,21919,21.919,22
851,2,2,25434,25.434,23
842,2,2,23221,23.221,26
848,2,2,22285,22.285,27
843,2,2,21821,21.821,30
841,2,2,25098,25.098,30
849,2,2,24434,24.434,30
846,2,1,25851,25.851,33
847,2,1,23113,23.113,35
844,2,3,20872,20.872,36
845,2,2,21953,21.953,36
842,2,3,22602,22.602,39
848,2,3,21472,21.472,40
844,2,4,21884,21.884,46
845,2,3,20796,20.796,50
847,2,2,23364,23.364,52
846,2,2,26281,26.281,69
915,3,1,33820,33.820,1
877,3,1,29277,29.277,1
962,3,1,26350,26.350,1
914,3,1,1136516,18:56.516,2
927,3,1,33689,33.689,4
882,3,1,22299,22.299,5
861,3,1,25600,25.600,5
957,3,1,29395,29.395,7
917,3,1,23730,23.730,7
896,3,1,23685,23.685,7
881,3,1,22028,22.028,8
911,3,1,29997,29.997,8
863,3,1,22228,22.228,8
968,3,1,23753,23.753,8
883,3,1,22237,22.237,9
963,3,1,23750,23.750,9
854,3,1,29549,29.549,9
879,3,1,23018,23.018,9
864,3,1,20502,20.502,9
910,3,1,22827,22.827,9
960,3,1,996150,16:36.150,9
844,3,1,22573,22.573,10
897,3,1,21653,21.653,10
884,3,1,19414,19.414,10
894,3,1,23412,23.412,10
945,3,1,21637,21.637,10
956,3,1,21890,21.890,10
890,3,1,22015,22.015,10
965,3,1,23526,23.526,10
907,3,1,21474,21.474,11
959,3,1,19693,19.693,11
918,3,1,21741,21.741,11
845,3,1,20647,20.647,11
852,3,1,23090,23.090,11
855,3,1,20575,20.575,12
948,3,1,21531,21.531,12
895,3,1,22812,22.812,12
937,3,1,22997,22.997,12
964,3,1,22673,22.673,12
843,3,1,20771,20.771,12
851,3,1,20767,20.767,12
869,3,1,18395,18.395,12
873,3,1,29546,29.546,12
849,3,1,24722,24.722,12
900,3,1,24331,24.331,12
848,3,1,21054,21.054,12
860,3,1,23203,23.203,12
887,3,1,24990,24.990,12
891,3,1,22893,22.893,12
856,3,1,20091,20.091,13
944,3,1,25039,25.039,13
939,3,1,30562,30.562,13
862,3,1,21113,21.113,13
949,3,1,24934,24.934,13
914,3,2,23696,23.696,13
903,3,1,23277,23.277,13
861,3,2,25199,25.199,13
872,3,1,22346,22.346,14
886,3,1,21125,21.125,14
850,3,1,20348,20.348,14
929,3,1,25311,25.311,14
901,3,1,24723,24.723,14
880,3,1,22274,22.274,14
842,3,1,24967,24.967,15
846,3,1,25189,25.189,15
893,3,1,29212,29.212,15
930,3,1,21870,21.870,15
928,3,1,22483,22.483,15
916,3,1,24433,24.433,15
909,3,1,20055,20.055,15
868,3,1,25189,25.189,15
940,3,1,23078,23.078,15
895,3,2,17806,17.806,16
870,3,1,20352,20.352,16
888,3,1,19690,19.690,16
962,3,2,30546,30.546,16
859,3,1,20773,20.773,16
841,3,1,23716,23.716,16
858,3,1,19785,19.785,17
958,3,1,21233,21.233,17
857,3,1,21149,21.149,17
957,3,2,29715,29.715,17
847,3,1,23105,23.105,17
938,3,1,24657,24.657,18
879,3,2,21806,21.806,18
948,3,2,1089303,18:09.303,18
908,3,1,28329,28.329,18
906,3,1,23882,23.882,18
911,3,2,22936,22.936,19
942,3,1,24640,24.640,19
866,3,1,21222,21.222,19
882,3,2,19894,19.894,19
847,3,2,22986,22.986,19
879,3,3,24262,24.262,20
867,3,1,20625,20.625,20
882,3,3,22727,22.727,20
953,3,1,26698,26.698,20
936,3,1,21780,21.780,20
950,3,1,22831,22.831,20
883,3,2,21331,21.331,20
934,3,1,28393,28.393,20
967,3,1,2009747,33:29.747,20
871,3,1,21062,21.062,20
966,3,1,21997,21.997,20
955,3,1,20058,20.058,21
954,3,1,22466,22.466,21
904,3,1,22254,22.254,21
902,3,1,24851,24.851,21
951,3,1,29709,29.709,21
898,3,1,23806,23.806,22
844,3,2,20927,20.927,22
864,3,2,20059,20.059,22
863,3,2,22903,22.903,22
854,3,2,29417,29.417,22
899,3,1,23328,23.328,22
881,3,2,21079,21.079,22
895,3,3,22771,22.771,24
855,3,2,20665,20.665,24
912,3,1,24583,24.583,24
961,3,1,25550,25.550,24
888,3,2,22207,22.207,24
891,3,2,23723,23.723,25
843,3,2,22005,22.005,25
926,3,1,22105,22.105,26
943,3,1,22391,22.391,26
960,3,2,22596,22.596,26
905,3,1,24672,24.672,26
861,3,3,23050,23.050,26
927,3,2,24574,24.574,26
917,3,2,23346,23.346,26
892,3,1,24079,24.079,26
851,3,2,19939,19.939,27
845,3,2,19534,19.534,27
865,3,1,24874,24.874,27
896,3,2,23895,23.895,27
856,3,2,20772,20.772,27
884,3,2,20032,20.032,27
876,3,1,21490,21.490,27
959,3,2,18936,18.936,27
894,3,2,42432,42.432,28
956,3,2,17959,17.959,28
967,3,2,1481624,24:41.624,28
854,3,3,30261,30.261,29
968,3,2,21218,21.218,29
956,3,3,18220,18.220,29
940,3,2,23241,23.241,29
842,3,2,22577,22.577,29
890,3,2,22628,22.628,29
964,3,2,23150,23.150,29
949,3,2,27226,27.226,30
849,3,2,24399,24.399,30
848,3,2,23547,23.547,30
852,3,2,21171,21.171,30
932,3,1,23321,23.321,30
937,3,2,22765,22.765,31
953,3,2,27680,27.680,31
963,3,2,24661,24.661,31
886,3,2,20832,20.832,31
945,3,2,21580,21.580,31
881,3,3,22114,22.114,31
860,3,2,23017,23.017,31
928,3,2,22829,22.829,31
965,3,2,24149,24.149,31
885,3,1,25200,25.200,31
910,3,2,23864,23.864,32
869,3,2,17894,17.894,32
901,3,2,25287,25.287,32
933,3,1,21768,21.768,33
883,3,3,21183,21.183,33
873,3,2,29687,29.687,33
844,3,3,20949,20.949,33
962,3,3,28970,28.970,33
944,3,2,23321,23.321,33
914,3,3,24862,24.862,33
846,3,2,25310,25.310,33
897,3,2,21633,21.633,33
862,3,2,20645,20.645,34
887,3,2,24893,24.893,34
918,3,2,24083,24.083,34
911,3,3,23392,23.392,34
929,3,2,25418,25.418,34
878,3,1,21346,21.346,34
916,3,2,24513,24.513,34
863,3,3,21888,21.888,36
850,3,2,20975,20.975,36
847,3,3,22735,22.735,36
950,3,2,23559,23.559,36
871,3,2,20534,20.534,36
931,3,1,24789,24.789,37
903,3,2,23089,23.089,37
868,3,2,33529,33.529,37
939,3,2,29887,29.887,37
872,3,2,21854,21.854,38
942,3,2,25242,25.242,38
866,3,2,21179,21.179,38
900,3,2,23673,23.673,38
843,3,3,20720,20.720,39
949,3,3,25761,25.761,39
861,3,4,23231,23.231,39
895,3,4,22551,22.551,39
870,3,2,20632,20.632,40
907,3,2,21664,21.664,40
842,3,3,22526,22.526,40
864,3,3,20197,20.197,40
855,3,3,20809,20.809,41
927,3,3,24336,24.336,41
902,3,2,24907,24.907,41
963,3,3,23476,23.476,41
909,3,2,20257,20.257,41
893,3,2,29616,29.616,41
845,3,3,20395,20.395,42
859,3,2,20658,20.658,42
881,3,4,21202,21.202,42
887,3,3,25436,25.436,42
936,3,2,22013,22.013,42
958,3,2,22351,22.351,42
899,3,2,22753,22.753,44
906,3,2,25102,25.102,44
934,3,2,30393,30.393,44
959,3,3,28364,28.364,44
844,3,4,20308,20.308,44
883,3,4,21267,21.267,44
857,3,2,22978,22.978,45
930,3,2,22452,22.452,45
936,3,3,16623,16.623,45
848,3,3,20896,20.896,45
904,3,2,22309,22.309,45
943,3,2,22303,22.303,46
867,3,2,20115,20.115,46
936,3,4,17780,17.780,46
884,3,3,19352,19.352,47
890,3,3,21854,21.854,48
858,3,2,19907,19.907,48
944,3,3,23046,23.046,48
888,3,3,19684,19.684,48
869,3,3,18741,18.741,50
917,3,3,23240,23.240,50
901,3,3,24654,24.654,50
851,3,3,20563,20.563,50
879,3,4,31768,31.768,50
954,3,2,22728,22.728,51
850,3,3,20047,20.047,53
846,3,3,25116,25.116,53
847,3,4,22702,22.702,53
851,3,4,23244,23.244,54
956,3,4,21035,21.035,55
910,3,3,22001,22.001,56
886,3,3,21459,21.459,57
936,3,5,24575,24.575,64
987,4,1,18487,18.487,1
942,4,1,31987,31.987,1
962,4,1,24649,24.649,1
945,4,1,44990,44.990,1
934,4,1,71178,1:11.178,1
1119,4,1,29304,29.304,1
992,4,1,56710,56.710,1
982,4,1,36900,36.900,1
996,4,1,25789,25.789,1
1124,4,1,1580924,26:20.924,1
1083,4,1,3055700,50:55.700,1
1118,4,1,18487,18.487,1
1128,4,1,2389467,39:49.467,1
1092,4,1,396837,6:36.837,2
1118,4,2,1408154,23:28.154,2
1061,4,1,2058580,34:18.580,2
1111,4,1,20647,20.647,2
914,4,1,1137051,18:57.051,2
970,4,1,24250,24.250,2
1107,4,1,16600,16.600,2
1062,4,1,1454979,24:14.979,2
982,4,2,29306,29.306,2
1054,4,1,21452,21.452,2
987,4,2,17770,17.770,2
896,4,1,29800,29.800,2
987,4,3,17716,17.716,3
982,4,3,25626,25.626,3
1054,4,2,21621,21.621,3
1062,4,2,37122,37.122,3
927,4,1,25222,25.222,4
1142,4,1,21407,21.407,4
970,4,2,17304,17.304,4
861,4,1,24653,24.653,4
1004,4,1,30348,30.348,5
970,4,3,17302,17.302,5
918,4,1,21619,21.619,5
955,4,1,20282,20.282,5
957,4,1,32374,32.374,5
970,4,4,17302,17.302,6
882,4,1,19719,19.719,6
1071,4,1,17751,17.751,7
1057,4,1,20168,20.168,7
1133,4,1,22542,22.542,7
1127,4,1,31368,31.368,7
968,4,1,22428,22.428,7
883,4,1,23055,23.055,7
1069,4,1,23576,23.576,7
917,4,1,23278,23.278,7
1122,4,1,22129,22.129,7
852,4,1,20994,20.994,8
937,4,1,22973,22.973,8
883,4,2,21436,21.436,8
1100,4,1,926940,15:26.940,8
1071,4,2,17705,17.705,8
956,4,1,21924,21.924,8
945,4,2,16128,16.128,8
1092,4,2,24106,24.106,8
940,4,1,23640,23.640,9
963,4,1,25195,25.195,9
894,4,1,22208,22.208,9
964,4,1,22786,22.786,9
960,4,1,998234,16:38.234,9
863,4,1,22094,22.094,9
884,4,1,18909,18.909,9
910,4,1,22253,22.253,9
880,4,1,21792,21.792,9
967,4,1,24821,24.821,9
1111,4,2,20109,20.109,10
1072,4,1,20405,20.405,10
854,4,1,30621,30.621,10
855,4,1,21147,21.147,10
845,4,1,20567,20.567,10
